0 0
0.02 0.0234215
0.04 0.0467506
0.06 0.0698952
0.08 0.0927639
0.1 0.115267
0.12 0.137314
0.14 0.15882
0.16 0.179699
0.18 0.199869
0.2 0.21925
0.22 0.237766
0.24 0.255343
0.26 0.271913
0.28 0.287409
0.3 0.301772
0.32 0.314943
0.34 0.326871
0.36 0.33751
0.38 0.346816
0.4 0.354754
0.42 0.361291
0.44 0.366403
0.46 0.370069
0.48 0.372274
0.5 0.37301
0.52 0.372274
0.54 0.370069
0.56 0.366403
0.58 0.361291
0.6 0.354754
0.62 0.346816
0.64 0.33751
0.66 0.326871
0.68 0.314943
0.7 0.301772
0.72 0.287409
0.74 0.271913
0.76 0.255343
0.78 0.237766
0.8 0.21925
0.82 0.199869
0.84 0.179699
0.86 0.15882
0.88 0.137314
0.9 0.115267
0.92 0.0927639
0.94 0.0698952
0.96 0.0467506
0.98 0.0234215
1 0
