0 0
0.02 0.033055
0.04 0.0659796
0.06 0.0986438
0.08 0.130919
0.1 0.162677
0.12 0.193793
0.14 0.224145
0.16 0.253611
0.18 0.282077
0.2 0.30943
0.22 0.335561
0.24 0.360369
0.26 0.383754
0.28 0.405624
0.3 0.425894
0.32 0.444483
0.34 0.461317
0.36 0.476331
0.38 0.489466
0.4 0.500668
0.42 0.509895
0.44 0.517109
0.46 0.522283
0.48 0.525395
0.5 0.526434
0.52 0.525395
0.54 0.522283
0.56 0.517109
0.58 0.509895
0.6 0.500668
0.62 0.489466
0.64 0.476331
0.66 0.461317
0.68 0.444483
0.7 0.425894
0.72 0.405624
0.74 0.383754
0.76 0.360369
0.78 0.335561
0.8 0.30943
0.82 0.282077
0.84 0.253611
0.86 0.224145
0.88 0.193793
0.9 0.162677
0.92 0.130919
0.94 0.0986438
0.96 0.0659796
0.98 0.033055
1 0
