0 0
0.02 0.0314632
0.04 0.0628022
0.06 0.0938934
0.08 0.124614
0.1 0.154843
0.12 0.184461
0.14 0.21335
0.16 0.241398
0.18 0.268493
0.2 0.294528
0.22 0.319402
0.24 0.343014
0.26 0.365273
0.28 0.38609
0.3 0.405384
0.32 0.423077
0.34 0.439101
0.36 0.453392
0.38 0.465894
0.4 0.476557
0.42 0.485339
0.44 0.492206
0.46 0.497131
0.48 0.500093
0.5 0.501082
0.52 0.500093
0.54 0.497131
0.56 0.492206
0.58 0.485339
0.6 0.476557
0.62 0.465894
0.64 0.453392
0.66 0.439101
0.68 0.423077
0.7 0.405384
0.72 0.38609
0.74 0.365273
0.76 0.343014
0.78 0.319402
0.8 0.294528
0.82 0.268493
0.84 0.241398
0.86 0.21335
0.88 0.184461
0.9 0.154843
0.92 0.124614
0.94 0.0938934
0.96 0.0628022
0.98 0.0314632
1 0
