0 0
0.02 0.0541567
0.04 0.1081
0.06 0.161616
0.08 0.214495
0.1 0.266527
0.12 0.317507
0.14 0.367234
0.16 0.415512
0.18 0.46215
0.2 0.506964
0.22 0.549777
0.24 0.590421
0.26 0.628734
0.28 0.664566
0.3 0.697776
0.32 0.728231
0.34 0.755813
0.36 0.780412
0.38 0.80193
0.4 0.820284
0.42 0.835401
0.44 0.847221
0.46 0.855697
0.48 0.860796
0.5 0.862498
0.52 0.860796
0.54 0.855697
0.56 0.847221
0.58 0.835401
0.6 0.820284
0.62 0.80193
0.64 0.780412
0.66 0.755813
0.68 0.728231
0.7 0.697776
0.72 0.664566
0.74 0.628734
0.76 0.590421
0.78 0.549777
0.8 0.506964
0.82 0.46215
0.84 0.415512
0.86 0.367234
0.88 0.317507
0.9 0.266527
0.92 0.214495
0.94 0.161616
0.96 0.1081
0.98 0.0541567
1 0
