0 0
0.02 0.0444628
0.04 0.08875
0.06 0.132687
0.08 0.1761
0.1 0.218819
0.12 0.260674
0.14 0.3015
0.16 0.341136
0.18 0.379426
0.2 0.416218
0.22 0.451368
0.24 0.484736
0.26 0.516192
0.28 0.54561
0.3 0.572875
0.32 0.597879
0.34 0.620524
0.36 0.640719
0.38 0.658386
0.4 0.673455
0.42 0.685866
0.44 0.69557
0.46 0.702529
0.48 0.706715
0.5 0.708113
0.52 0.706715
0.54 0.702529
0.56 0.69557
0.58 0.685866
0.6 0.673455
0.62 0.658386
0.64 0.640719
0.66 0.620524
0.68 0.597879
0.7 0.572875
0.72 0.54561
0.74 0.516192
0.76 0.484736
0.78 0.451368
0.8 0.416218
0.82 0.379426
0.84 0.341136
0.86 0.3015
0.88 0.260674
0.9 0.218819
0.92 0.1761
0.94 0.132687
0.96 0.08875
0.98 0.0444628
1 0
