0 0
0.02 0.0285167
0.04 0.0569208
0.06 0.0851003
0.08 0.112944
0.1 0.140342
0.12 0.167186
0.14 0.19337
0.16 0.218791
0.18 0.243349
0.2 0.266946
0.22 0.28949
0.24 0.310891
0.26 0.331065
0.28 0.349933
0.3 0.36742
0.32 0.383456
0.34 0.39798
0.36 0.410932
0.38 0.422263
0.4 0.431928
0.42 0.439888
0.44 0.446111
0.46 0.450575
0.48 0.45326
0.5 0.454156
0.52 0.45326
0.54 0.450575
0.56 0.446111
0.58 0.439888
0.6 0.431928
0.62 0.422263
0.64 0.410932
0.66 0.39798
0.68 0.383456
0.7 0.36742
0.72 0.349933
0.74 0.331065
0.76 0.310891
0.78 0.28949
0.8 0.266946
0.82 0.243349
0.84 0.218791
0.86 0.19337
0.88 0.167186
0.9 0.140342
0.92 0.112944
0.94 0.0851003
0.96 0.0569208
0.98 0.0285167
1 0
