0 0
0.02 0.0467031
0.04 0.0932219
0.06 0.139373
0.08 0.184974
0.1 0.229845
0.12 0.273808
0.14 0.316691
0.16 0.358325
0.18 0.398544
0.2 0.43719
0.22 0.474111
0.24 0.509161
0.26 0.542201
0.28 0.573102
0.3 0.601741
0.32 0.628005
0.34 0.65179
0.36 0.673004
0.38 0.691561
0.4 0.707389
0.42 0.720425
0.44 0.730618
0.46 0.737928
0.48 0.742325
0.5 0.743793
0.52 0.742325
0.54 0.737928
0.56 0.730618
0.58 0.720425
0.6 0.707389
0.62 0.691561
0.64 0.673004
0.66 0.65179
0.68 0.628005
0.7 0.601741
0.72 0.573102
0.74 0.542201
0.76 0.509161
0.78 0.474111
0.8 0.43719
0.82 0.398544
0.84 0.358325
0.86 0.316691
0.88 0.273808
0.9 0.229845
0.92 0.184974
0.94 0.139373
0.96 0.0932219
0.98 0.0467031
1 0
