0 0
0.02 0.0423153
0.04 0.0844637
0.06 0.126279
0.08 0.167595
0.1 0.208251
0.12 0.248084
0.14 0.286938
0.16 0.32466
0.18 0.361101
0.2 0.396116
0.22 0.429568
0.24 0.461325
0.26 0.491261
0.28 0.519259
0.3 0.545207
0.32 0.569004
0.34 0.590554
0.36 0.609775
0.38 0.626588
0.4 0.640929
0.42 0.652741
0.44 0.661976
0.46 0.668599
0.48 0.672583
0.5 0.673913
0.52 0.672583
0.54 0.668599
0.56 0.661976
0.58 0.652741
0.6 0.640929
0.62 0.626588
0.64 0.609775
0.66 0.590554
0.68 0.569004
0.7 0.545207
0.72 0.519259
0.74 0.491261
0.76 0.461325
0.78 0.429568
0.8 0.396116
0.82 0.361101
0.84 0.32466
0.86 0.286938
0.88 0.248084
0.9 0.208251
0.92 0.167595
0.94 0.126279
0.96 0.0844637
0.98 0.0423153
1 0
