0 0
0.02 0.0299589
0.04 0.0597996
0.06 0.0894043
0.08 0.118656
0.1 0.14744
0.12 0.175641
0.14 0.20315
0.16 0.229857
0.18 0.255656
0.2 0.280447
0.22 0.304131
0.24 0.326614
0.26 0.347809
0.28 0.367631
0.3 0.386002
0.32 0.40285
0.34 0.418108
0.36 0.431716
0.38 0.44362
0.4 0.453773
0.42 0.462135
0.44 0.468674
0.46 0.473363
0.48 0.476183
0.5 0.477125
0.52 0.476183
0.54 0.473363
0.56 0.468674
0.58 0.462135
0.6 0.453773
0.62 0.44362
0.64 0.431716
0.66 0.418108
0.68 0.40285
0.7 0.386002
0.72 0.367631
0.74 0.347809
0.76 0.326614
0.78 0.304131
0.8 0.280447
0.82 0.255656
0.84 0.229857
0.86 0.20315
0.88 0.175641
0.9 0.14744
0.92 0.118656
0.94 0.0894043
0.96 0.0597996
0.98 0.0299589
1 0
