0 0
0.02 0.0347274
0.04 0.0693178
0.06 0.103635
0.08 0.137543
0.1 0.170908
0.12 0.203598
0.14 0.235485
0.16 0.266443
0.18 0.296349
0.2 0.325085
0.22 0.352539
0.24 0.378601
0.26 0.403169
0.28 0.426146
0.3 0.447442
0.32 0.466971
0.34 0.484657
0.36 0.500431
0.38 0.51423
0.4 0.525999
0.42 0.535693
0.44 0.543272
0.46 0.548707
0.48 0.551977
0.5 0.553068
0.52 0.551977
0.54 0.548707
0.56 0.543272
0.58 0.535693
0.6 0.525999
0.62 0.51423
0.64 0.500431
0.66 0.484657
0.68 0.466971
0.7 0.447442
0.72 0.426146
0.74 0.403169
0.76 0.378601
0.78 0.352539
0.8 0.325085
0.82 0.296349
0.84 0.266443
0.86 0.235485
0.88 0.203598
0.9 0.170908
0.92 0.137543
0.94 0.103635
0.96 0.0693178
0.98 0.0347274
1 0
