0 0
0.02 0.029948
0.04 0.0597778
0.06 0.0893717
0.08 0.118613
0.1 0.147386
0.12 0.175577
0.14 0.203076
0.16 0.229773
0.18 0.255563
0.2 0.280345
0.22 0.30402
0.24 0.326495
0.26 0.347682
0.28 0.367497
0.3 0.385861
0.32 0.402703
0.34 0.417955
0.36 0.431558
0.38 0.443458
0.4 0.453607
0.42 0.461966
0.44 0.468503
0.46 0.47319
0.48 0.47601
0.5 0.476951
0.52 0.47601
0.54 0.47319
0.56 0.468503
0.58 0.461966
0.6 0.453607
0.62 0.443458
0.64 0.431558
0.66 0.417955
0.68 0.402703
0.7 0.385861
0.72 0.367497
0.74 0.347682
0.76 0.326495
0.78 0.30402
0.8 0.280345
0.82 0.255563
0.84 0.229773
0.86 0.203076
0.88 0.175577
0.9 0.147386
0.92 0.118613
0.94 0.0893717
0.96 0.0597778
0.98 0.029948
1 0
